"","system.index","index","latitude","longitude","ratio",".geo"
"2746","00000000000000002ae8",10779,23.13,111.83,0.286217617,"{""type"":""Point"",""coordinates"":[111.83000043801762,23.129999274775475]}"
"2747","00000000000000002ba5",10968,23.13,111.83,0.394714095,"{""type"":""Point"",""coordinates"":[111.83000043801762,23.129999274775475]}"
"2748","00000000000000002bcb",11006,23.13,111.83,0.504461587,"{""type"":""Point"",""coordinates"":[111.83000043801762,23.129999274775475]}"
"2749","00000000000000002bd0",11011,23.13,111.83,0.546153846,"{""type"":""Point"",""coordinates"":[111.83000043801762,23.129999274775475]}"
"2750","00000000000000002bd8",11019,23.13,111.83,0.895417602,"{""type"":""Point"",""coordinates"":[111.83000043801762,23.129999274775475]}"
"2751","1156",4439,23.13,112.58,0.456989247,"{""type"":""Point"",""coordinates"":[112.579998939702,23.129999274775475]}"
"2752","0.00E+00",3507,26.13,99.38,0.163855189,"{""type"":""Point"",""coordinates"":[99.37999855545145,26.130002199714887]}"
"2753","0000000000000000004b",4236,27.13,104.57,0.233035465,"{""type"":""Point"",""coordinates"":[104.56999978076976,27.130000201960666]}"
"2754","87",4296,27.13,107.67,0.172758256,"{""type"":""Point"",""coordinates"":[107.66999804683272,27.130000201960666]}"
"2755","0000000000000000007d",4286,28.13,109.25,0.205534285,"{""type"":""Point"",""coordinates"":[109.25000024130229,28.12999820420644]}"
"2756","0000000000000000118a",4491,28.13,108.92,0.254683682,"{""type"":""Point"",""coordinates"":[108.92000000874097,28.12999820420644]}"
"2757","000000000000000000be",4351,28.13,110.47,0.195926201,"{""type"":""Point"",""coordinates"":[110.47000137132297,28.129998204206437]}"
"2758","0000000000000000118b",4492,28.13,106.57,0.246990638,"{""type"":""Point"",""coordinates"":[106.57000024436235,28.12999820420644]}"
"2759","2975",10408,23.38,109.95,0.216057996,"{""type"":""Point"",""coordinates"":[109.94999884287432,23.37999877533691]}"
"2760","2805",10040,24.38,105.85,0.161662818,"{""type"":""Point"",""coordinates"":[105.84999811546456,24.380001236683732]}"
"2761","2822",10069,24.38,105.85,0.167123288,"{""type"":""Point"",""coordinates"":[105.84999811546456,24.380001236683732]}"
"2762","2825",10072,24.38,105.85,0.167674731,"{""type"":""Point"",""coordinates"":[105.84999811546456,24.380001236683732]}"
"2763","2836",10089,24.38,105.85,0.170057944,"{""type"":""Point"",""coordinates"":[105.84999811546456,24.380001236683732]}"
"2764","0000000000000000283e",10097,24.38,105.85,0.172105191,"{""type"":""Point"",""coordinates"":[105.84999811546456,24.380001236683732]}"
"2765","2864",10135,24.38,105.85,0.177988122,"{""type"":""Point"",""coordinates"":[105.84999811546456,24.380001236683732]}"
"2766","2875",10152,24.38,105.85,0.180985778,"{""type"":""Point"",""coordinates"":[105.84999811546456,24.380001236683732]}"
"2767","0000000000000000288e",10177,24.38,105.85,0.184553469,"{""type"":""Point"",""coordinates"":[105.84999811546456,24.380001236683732]}"
"2768","000000000000000028c1",10228,24.38,105.85,0.191873046,"{""type"":""Point"",""coordinates"":[105.84999811546456,24.380001236683732]}"
"2769","1152",4435,25.38,109.75,0.168507371,"{""type"":""Point"",""coordinates"":[109.74999924242516,25.379999238929503]}"
"2770","0000000000000000061b",1341,25.38,108.0618,0.171568014,"{""type"":""Point"",""coordinates"":[108.0618014199948,25.379999238929503]}"
"2771","000000000000000027d8",9995,26.38,117.79,0.148609787,"{""type"":""Point"",""coordinates"":[117.78999923324496,26.38000170027633]}"
"2772","000000000000000028b0",10211,26.38,117.79,0.188655724,"{""type"":""Point"",""coordinates"":[117.78999923324496,26.38000170027633]}"
"2773","2964",10391,26.38,117.79,0.213788134,"{""type"":""Point"",""coordinates"":[117.78999923324496,26.38000170027633]}"
"2774","00000000000000002a15",10568,26.38,117.79,0.243071386,"{""type"":""Point"",""coordinates"":[117.78999923324496,26.38000170027633]}"
"2775","00000000000000002a46",10617,26.38,117.79,0.250028845,"{""type"":""Point"",""coordinates"":[117.78999923324496,26.38000170027633]}"
"2776","000000000000000000c1",4354,28.38,113.68,0.274281919,"{""type"":""Point"",""coordinates"":[113.6800012012734,28.38000216386894]}"
"2777","000000000000000027a9",9948,28.38,109.54,0.134102808,"{""type"":""Point"",""coordinates"":[109.53999787831313,28.380002163868934]}"
"2778","0000000000000000279b",9934,26.63,117.95,0.130261718,"{""type"":""Point"",""coordinates"":[117.95000069724473,26.63000120083777]}"
"2779","0000000000000000279d",9936,26.63,117.95,0.130806082,"{""type"":""Point"",""coordinates"":[117.95000069724473,26.63000120083777]}"
"2780","000000000000000027c7",9978,26.63,117.95,0.143335867,"{""type"":""Point"",""coordinates"":[117.95000069724473,26.63000120083777]}"
"2781","2802",10037,26.63,117.95,0.160377813,"{""type"":""Point"",""coordinates"":[117.95000069724473,26.63000120083777]}"
